post_date,post_title,post_url,source_kind,media_url,host,path,looks_newspaper_asset
2012-01-10,今天我评报,https://blog.sina.com.cn/s/blog_4c4fc7d901011cp9.html,raw_url,http://simg.sinajs.cn/blog7style/css/conf/blog/article.css,simg.sinajs.cn,/blog7style/css/conf/blog/article.css,no
2012-01-10,今天我评报,https://blog.sina.com.cn/s/blog_4c4fc7d901011cp9.html,raw_url,http://simg.sinajs.cn/blog7style/css/common/common.css,simg.sinajs.cn,/blog7style/css/common/common.css,no
2012-01-10,今天我评报,https://blog.sina.com.cn/s/blog_4c4fc7d901011cp9.html,raw_url,http://simg.sinajs.cn/blog7style/css/blog/blog.css,simg.sinajs.cn,/blog7style/css/blog/blog.css,no
2012-01-10,今天我评报,https://blog.sina.com.cn/s/blog_4c4fc7d901011cp9.html,raw_url,http://simg.sinajs.cn/blog7style/css/module/common/blog.css,simg.sinajs.cn,/blog7style/css/module/common/blog.css,no
2012-01-10,今天我评报,https://blog.sina.com.cn/s/blog_4c4fc7d901011cp9.html,raw_url,http://simg.sinajs.cn/blog7newtpl/css/30/30_1/t.css,simg.sinajs.cn,/blog7newtpl/css/30/30_1/t.css,no
2012-01-10,今天我评报,https://blog.sina.com.cn/s/blog_4c4fc7d901011cp9.html,raw_url,http://mjs.sinaimg.cn//wap/project/blog_upload/1.0.6/index_v3/static/css/index_v3.min.css,mjs.sinaimg.cn,//wap/project/blog_upload/1.0.6/index_v3/static/css/index_v3.min.css,no
2012-01-10,今天我评报,https://blog.sina.com.cn/s/blog_4c4fc7d901011cp9.html,raw_url,http://mjs.sinaimg.cn//wap/project/blog_upload/1.0.9/index_v3/static/js/index_v3.min.js?v=1,mjs.sinaimg.cn,//wap/project/blog_upload/1.0.9/index_v3/static/js/index_v3.min.js,no
2012-01-10,今天我评报,https://blog.sina.com.cn/s/blog_4c4fc7d901011cp9.html,raw_url,http://simg.sinajs.cn/blog7style/images/common/topbar/topbar_logo.gif,simg.sinajs.cn,/blog7style/images/common/topbar/topbar_logo.gif,no
2012-01-10,今天我评报,https://blog.sina.com.cn/s/blog_4c4fc7d901011cp9.html,raw_url,http://simg.sinajs.cn/blog7style/images/common/loading.gif,simg.sinajs.cn,/blog7style/images/common/loading.gif,no
2012-01-10,今天我评报,https://blog.sina.com.cn/s/blog_4c4fc7d901011cp9.html,raw_url,http://simg.sinajs.cn/blog7style/images/common/sg_trans.gif,simg.sinajs.cn,/blog7style/images/common/sg_trans.gif,no
2012-01-10,今天我评报,https://blog.sina.com.cn/s/blog_4c4fc7d901011cp9.html,raw_url,"http://blog7photo,blog7icp","blog7photo,blog7icp",,no
2012-01-10,今天我评报,https://blog.sina.com.cn/s/blog_4c4fc7d901011cp9.html,raw_url,http://s12.sinaimg.cn/middle/4c4fc7d9hb626902713eb&690,s12.sinaimg.cn,/middle/4c4fc7d9hb626902713eb&690,yes
2012-01-10,今天我评报,https://blog.sina.com.cn/s/blog_4c4fc7d901011cp9.html,raw_url,http://sjs.sinajs.cn/blog7common/js/boot.js,sjs.sinajs.cn,/blog7common/js/boot.js,no
2012-01-10,今天我评报,https://blog.sina.com.cn/s/blog_4c4fc7d901011cp9.html,raw_url,http://n.sinaimg.cn/blog/0977ce10/20220810/blog680-min.js,n.sinaimg.cn,/blog/0977ce10/20220810/blog680-min.js,no
