source_id,page_url,page_resolved_url,html_tag,html_attribute,media_url,resolved_url,http_status,content_type,content_length,sha256,width,height,image_format,fetch_error
2021_yunzhan_catalog,https://www.yunzhan365.com/newspapers/publications/qilushaonian.html,https://www.yunzhan365.com/newspapers/publications/qilushaonian.html,img,src,https://www.yunzhan365.com/newspapers/image/QRcode.png,https://www.yunzhan365.com/newspapers/image/QRcode.png,200,image/png,10654,d7ba382857da617728a75e3a28f8f472aa9873d2c1c1d0de93eb3d531a20ea1e,116,112,PNG,
2021_yunzhan_catalog,https://www.yunzhan365.com/newspapers/publications/qilushaonian.html,https://www.yunzhan365.com/newspapers/publications/qilushaonian.html,img,src,https://www.yunzhan365.com/newspapers/image/close48.png,https://www.yunzhan365.com/newspapers/image/close48.png,200,image/png,1061,70441a9ae2034aad6c26c5d820f6118c11c60b1f96c894c742cd5b8b29bdb5a7,48,48,PNG,
2021_yunzhan_catalog,https://www.yunzhan365.com/newspapers/publications/qilushaonian.html,https://www.yunzhan365.com/newspapers/publications/qilushaonian.html,img,src,https://www.yunzhan365.com/newspapers/image/emptyBg.png,https://www.yunzhan365.com/newspapers/image/emptyBg.png,200,image/png,30514,9adef5ac3be4e238445bd51e3eccf5602b736889f65f70edfd85fd2d0c6f3eee,362,220,PNG,
2021_yunzhan_catalog,https://www.yunzhan365.com/newspapers/publications/qilushaonian.html,https://www.yunzhan365.com/newspapers/publications/qilushaonian.html,img,src,https://www.yunzhan365.com/newspapers/image/logo.png,https://www.yunzhan365.com/newspapers/image/logo.png,200,image/png,4749,7318c0c0a98c9d4adef89d9a50379cefb94bca925813234e8abb2c43710480bc,232,66,PNG,
2021_yunzhan_catalog,https://www.yunzhan365.com/newspapers/publications/qilushaonian.html,https://www.yunzhan365.com/newspapers/publications/qilushaonian.html,img,src,https://www.yunzhan365.com/newspapers/image/logo2.png,https://www.yunzhan365.com/newspapers/image/logo2.png,200,image/png,1430,6dad5c479c9586af35c40ab979d0d620289592bfb8b381fece51a70da07546e3,57,34,PNG,
2021_yunzhan_catalog,https://www.yunzhan365.com/newspapers/publications/qilushaonian.html,https://www.yunzhan365.com/newspapers/publications/qilushaonian.html,img,src,https://www.yunzhan365.com/newspapers/publications/image/close32.png,,,,,,,,,HTTPError: HTTP Error 404: Not Found
2021_yunzhan_catalog,https://www.yunzhan365.com/newspapers/publications/qilushaonian.html,https://www.yunzhan365.com/newspapers/publications/qilushaonian.html,img,src,https://www.yunzhan365.com/newspapers/publications/images/%E9%BD%90%E9%B2%81%E5%B0%91%E5%B9%B4%20.jpg,https://www.yunzhan365.com/newspapers/publications/images/%E9%BD%90%E9%B2%81%E5%B0%91%E5%B9%B4%20.jpg,200,image/jpeg,724982,0484fe95fa55b3a38755bb7745f073604f6ba62aa71ac7905ba9bdc13ec7f9ac,1200,1751,JPEG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,http://statics.lznews.cn/lznews/djft/image/logo_list.gif,http://statics.lznews.cn/lznews/djft/image/logo_list.gif,200,image/gif,2721,4df3f13f7b7ab31b3f7dbaf7615364dcdfba4aac09a6a9e757ffa2b51d2e7bb2,96,34,GIF,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,http://statics.lznews.cn/lznews/index/image/layout2-lx.gif,http://statics.lznews.cn/lznews/index/image/layout2-lx.gif,200,image/gif,21139,a1c62555cd83087ec587fecfbd6e8262d3fc74c2b070b4179d15fc15d8a4ea24,367,132,GIF,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,http://statics.lznews.cn/lznews/index/image/layout2-lx.png,http://statics.lznews.cn/lznews/index/image/layout2-lx.png,200,image/png,1353,7eb5163a686ee6f39b625a30386ce9c2cf3534310f2efe2c3efe49e9cad1bd99,62,18,PNG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,http://statics.lznews.cn/lznews/index/image/layout2-wx.gif,http://statics.lznews.cn/lznews/index/image/layout2-wx.gif,200,image/gif,18393,14a48fd3439bd2bbd833fb20716228706f9f22ed8cd27b68fa7b250e9cc3c978,367,120,GIF,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,http://statics.lznews.cn/lznews/index/image/layout2-xhn.gif,http://statics.lznews.cn/lznews/index/image/layout2-xhn.gif,200,image/gif,1892,e8b772d8b1f6dcdf0d5df03ab09f8b3b0b2bb899a707ac52856aaa350dfa1042,358,1,GIF,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,http://statics.lznews.cn/lznews/index/image/sjb.gif,http://statics.lznews.cn/lznews/index/image/sjb.gif,200,image/gif,28601,63120459650fdf2d19d8c39019bf4d09c32522e749094ad45166be2e0696b68d,367,102,GIF,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,http://statics.lznews.cn/lznews/index2018/image/bjlogo.jpg,http://statics.lznews.cn/lznews/index2018/image/bjlogo.jpg,200,image/jpeg,2803,b1d08855474383cd6a71d9ce1bc7177704ce67559acd94f77ef33e21f9deb5cf,117,50,JPEG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,http://statics.lznews.cn/lznews/index2018/image/bljb.png,http://statics.lznews.cn/lznews/index2018/image/bljb.png,200,image/png,12405,512ad59669ce0c6b3b12941d19c5576703f0e325716c7b43a7ef78da6a88146e,172,50,PNG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,http://statics.lznews.cn/lznews/index2018/image/gongan.png,http://statics.lznews.cn/lznews/index2018/image/gongan.png,200,image/png,4172,9774bd3985ccd268d27c7f941d4c2f76b8f5ee1747e2b667eaf1b9d2b7481774,217,50,PNG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,http://statics.lznews.cn/lznews/index2018/image/sdjb.png,http://statics.lznews.cn/lznews/index2018/image/sdjb.png,200,image/png,6278,8d159a71b6943ce62654b08e54852d9963a43dde48c6efb39cbd6894ae7b785b,160,50,PNG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,https://appimg.dzwww.com/2020/1127/5fc06f0a52375.png,https://appimg.dzwww.com/2020/1127/5fc06f0a52375.png,200,image/png,625589,997842fe96c3f9a1094ac2e8b9f1a530bc9fbe2523f3863768acd90b0ec884e5,858,519,PNG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,https://appimg.dzwww.com/2021/0118/1esa9gd8nhema1jdm8.jpg,https://appimg.dzwww.com/2021/0118/1esa9gd8nhema1jdm8.jpg,200,image/png,722341,1b56f1540a11856dfcdcc3d2e84a3ccbdc31a134fa280d26226ede2bddf437f8,943,557,PNG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,https://appimg.dzwww.com/2021/0323/60595482037a1.jpg,https://appimg.dzwww.com/2021/0323/60595482037a1.jpg,200,image/jpeg,262776,289bc9265460950f870e4addf7c61bcc707603f09dd591f3bc735d0073b0020d,1197,769,JPEG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,https://appimg.dzwww.com/2021/0323/605954b53b5e9.png,https://appimg.dzwww.com/2021/0323/605954b53b5e9.png,200,image/png,425176,faf08f1faec5851a4e761c0e733870b559aeb3a15e15afa517520fee0799c252,1079,697,PNG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,https://appimg.dzwww.com/2022/0120/61e8b3e01c922.jpg,https://appimg.dzwww.com/2022/0120/61e8b3e01c922.jpg,200,image/jpeg,142841,f9ea762d68b02507c369571beb69ca72ee33ef3a5d3e986e93da455d9322185c,1080,660,JPEG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,https://appimg.dzwww.com/2022/0120/61e8b88928852.jpg,https://appimg.dzwww.com/2022/0120/61e8b88928852.jpg,200,image/jpeg,301442,8925d10bd4bb055a005dbf9d59b11ea47c5ad1f31d955f7712dddb05b0d4d7b7,1080,660,JPEG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,https://appimg.dzwww.com/2022/0120/61e8b9e36cd5e.jpg,https://appimg.dzwww.com/2022/0120/61e8b9e36cd5e.jpg,200,image/jpeg,352812,019e0cbb3bbbcc8a9c1f068b7bdc7e8bd36f8f672cda4bbd68137bf1c9f4619f,1080,660,JPEG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,https://appimg.dzwww.com/dzcloud/20220121/40d295f9b54c0344b914fc5d6bfc8212.png,https://appimg.dzwww.com/dzcloud/20220121/40d295f9b54c0344b914fc5d6bfc8212.png,200,image/png,681665,6517c8de644b6cf199e2b9df0155867cd7f07a5c3accc253ee893bad20feb14f,750,506,PNG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,https://appimg.dzwww.com/dzcloud/20220121/5b64b4a6c722117cd721eb8389f8541c.png,https://appimg.dzwww.com/dzcloud/20220121/5b64b4a6c722117cd721eb8389f8541c.png,200,image/png,596433,2e8db1d603c7ffa4fb7d0b193be93162ab9f7bac2153c22a59e3e59d1c1c0607,750,472,PNG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,https://appimg.dzwww.com/dzcloud/20220121/65b7bcbd223191989b8d9140bb15fa2e.png,https://appimg.dzwww.com/dzcloud/20220121/65b7bcbd223191989b8d9140bb15fa2e.png,200,image/png,758682,035d8ad9f22f7265e8e8100349ea4b7943186f19b869f34716eecd45f78f45fe,750,563,PNG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,https://appimg.dzwww.com/dzcloud/20220121/7290a575f1749baaee56ba0ef2c6bd6d.png,https://appimg.dzwww.com/dzcloud/20220121/7290a575f1749baaee56ba0ef2c6bd6d.png,200,image/png,843591,b6db0d9540df84011d76b0a69d2cdc6478c99c21ab846ff54374978c6bf81a5f,750,750,PNG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,https://appimg.dzwww.com/dzcloud/20220121/a4bbffdb4c6540e3e75993d00248fa90.png,https://appimg.dzwww.com/dzcloud/20220121/a4bbffdb4c6540e3e75993d00248fa90.png,200,image/png,498722,64d68ee2f3fc53ea7ae57c0086ba9d8391d587bab1492ad733ba3b31469bd167,750,563,PNG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,https://appimg.dzwww.com/dzcloud/20220121/d16db5dad71f1e4a795a70596f52890c.png,https://appimg.dzwww.com/dzcloud/20220121/d16db5dad71f1e4a795a70596f52890c.png,200,image/png,568283,38862d25b63492a000dd3187fe7b21f10b24405e6341426534512a661c8ab24b,750,454,PNG,
2022_winter_combined_issue,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,https://news.lznews.cn/edu/ttxw/202201/t20220121_9728731.html,img,src,https://appimg.dzwww.com/dzcloud/20220121/f56ca3c23dbc8382e7f7dcb38a2a4018.png,https://appimg.dzwww.com/dzcloud/20220121/f56ca3c23dbc8382e7f7dcb38a2a4018.png,200,image/png,570123,1691e855f8b05157f145c7f406a749361cb3dcbc7c145d8acc38d361e6549a5d,750,563,PNG,
2023_issue_1616_page1,https://www.sohu.com/a/720789304_121106991,https://www.sohu.com/a/720789304_121106991,img,src,https://p0.itc.cn/q_70/images03/20230915/b95034b2d325475ab580d80fdef6b63f.jpeg,https://p0.itc.cn/q_70/images03/20230915/b95034b2d325475ab580d80fdef6b63f.jpeg,200,image/jpeg,50329,f396ce54f1caaaea725ac3d635fbf4364529bac4250a32e04c0bb714b68ca5b5,1080,488,JPEG,
2023_issue_1616_page1,https://www.sohu.com/a/720789304_121106991,https://www.sohu.com/a/720789304_121106991,img,src,https://p4.itc.cn/q_70/images03/20230915/eb6f0b91349546ec80f46c0bc81a3313.jpeg,https://p4.itc.cn/q_70/images03/20230915/eb6f0b91349546ec80f46c0bc81a3313.jpeg,200,image/jpeg,87416,2292242917fabe5d341f24d04843f8bd5562d751da9bad38dfbe543627ef0d65,1080,608,JPEG,
2023_issue_1616_page1,https://www.sohu.com/a/720789304_121106991,https://www.sohu.com/a/720789304_121106991,meta,og:image,https://p8.itc.cn/q_70/images03/20230915/7d7ec65a3464465da8781696d8d80c62.jpeg,https://p8.itc.cn/q_70/images03/20230915/7d7ec65a3464465da8781696d8d80c62.jpeg,200,image/jpeg,346677,6220b7b4893d9bf066425aa1a047b37fc5554ffd177b079f8363e3cd7faee662,1080,1585,JPEG,
2023_issue_1616_page1,https://www.sohu.com/a/720789304_121106991,https://www.sohu.com/a/720789304_121106991,img,src,https://p9.itc.cn/q_70/images03/20230915/0d72675b1c5b46a4a8567d3e994e46f7.jpeg,https://p9.itc.cn/q_70/images03/20230915/0d72675b1c5b46a4a8567d3e994e46f7.jpeg,200,image/jpeg,165531,b5b2873c65cbd60da3fa8b5596f92d78e855e8387d302f0cd8a63d2adacc79c7,1080,810,JPEG,
2026_frontpage_index,https://mt.sohu.com/kindfeed/learning/20260623/50,https://mt.sohu.com/kindfeed/learning/20260623/50,meta,og:image,https://statics.itc.cn/mptc-mpfe/img/article/Logo_Sohu_Icon.png,https://statics.itc.cn/mptc-mpfe/img/article/Logo_Sohu_Icon.png,200,image/png,5982,7846da8440237278568b18231e449d8f521007e9c17646abc42a7df85c9d51a9,385,385,PNG,
